ayet_numarasi,ayet
Mar.4: 27,"Gece olur, uyur; gündüz olur, kalkar. Kendisi nasıl olduğunu bilmez ama, tohum filizlenir, gelişir."
Mar.4: 28,"Toprak kendiliğinden ürün verir. Önce filizi, sonra başağı, sonunda da başağı dolduran taneleri verir."
Mar.4: 29,"Ürün olgunlaşınca, adam hemen orağı vurur. Çünkü biçim vakti gelmiştir."" Hardal Tanesi Benzetmesi ("
Mar.4: 30,"İsa sonra şöyle dedi: ""Tanrı'nın Egemenliği'ni neye benzetelim, nasıl bir benzetmeyle anlatalım?"
Mar.4: 31-32,"Tanrı'nın Egemenliği, hardal tanesine benzer. Hardal, yeryüzünde toprağa ekilen tohumların en küçüğü olmakla birlikte, ekildikten sonra gelişir, bütün bahçe bitkilerinin boyunu aşar. Öylesine dal budak salar ki, kuşlar gölgesinde barınabilir."""
Mar.4: 33,"İsa, Tanrı sözünü, buna benzer birçok benzetmeyle halkın anlayabildiği ölçüde anlatırdı."
Mar.4: 34,"Benzetme kullanmadan onlara hiçbir şey anlatmazdı. Ama kendi öğrencileriyle yalnız kaldığında, onlara her şeyi açıklardı. İsa Fırtınayı Yatıştırıyor ("
Mar.4: 35,"O gün akşam olunca öğrencilerine, ""Karşı yakaya geçelim"" dedi."
Mar.4: 36,"Öğrenciler kalabalığı geride bırakarak İsa'yı, içinde bulunduğu tekneyle götürdüler. Yanında başka tekneler de vardı."
Mar.4: 37,"Bu sırada büyük bir fırtına koptu. Dalgalar tekneye öyle bindirdi ki, tekne neredeyse suyla dolmuştu."
Mar.4: 38,"İsa, teknenin kıç tarafında bir yastığa yaslanmış uyuyordu. Öğrenciler O'nu uyandırıp, ""Öğretmenimiz, öleceğiz! Hiç aldırmıyor musun?"" dediler."
Mar.4: 39,"İsa kalkıp rüzgarı azarladı, göle, ""Sus, sakin ol!"" dedi.  Rüzgar dindi, ortalık sütliman oldu."
Mar.4: 40,"İsa öğrencilerine, ""Neden korkuyorsunuz? Hâlâ imanınız yok mu?"" dedi."
Mar.4: 41,"Onlar ise büyük korku içinde birbirlerine, ""Bu adam kim ki, rüzgar da göl de O'nun sözünü dinliyor?"" dediler.  BÖLÜM 5 Cinli Bir Adamın İyileştirilmesi ("
Mar.5: 1,"Gölün karşı yakasına, Gerasalılar'ın memleketine vardılar."
Mar.5: 2,"İsa tekneden iner inmez, kötü ruha tutulmuş bir adam mezarlık mağaralardan çıkıp O'nu karşıladı."
Mar.5: 3,Mezarların içinde yaşayan bu adamı artık kimse zincirle bile bağlı tutamıyordu.
Mar.5: 4,"Birçok kez zincir ve kösteklerle bağlandığı halde, zincirleri koparmış, köstekleri parçalamıştı. Hiç kimse onunla başa çıkamıyordu."
Mar.5: 5,"Gece gündüz mezarlarda, dağlarda bağırıp duruyor, kendini taşlarla yaralıyordu."
Mar.5: 6,"Uzaktan İsa'yı görünce koşup geldi, O'nun önünde yere kapandı."
Mar.5: 7,"Yüksek sesle haykırarak, ""Ey İsa, yüce Tanrı'nın Oğlu, benden ne istiyorsun? Tanrı hakkı için sana yalvarırım, bana işkence etme!"" dedi."
Mar.5: 8,"Çünkü İsa, ""Ey kötü ruh, adamın içinden çık!"" demişti."
Mar.5: 9,"Sonra İsa adama, ""Adın ne?"" diye sordu. ""Adım Tümen . Çünkü sayımız çok"" dedi."
Mar.5: 10,Ruhları o bölgeden çıkarmaması için İsa'ya yalvarıp yakardı.
Mar.5: 11,"Orada, dağın yamacında otlayan büyük bir domuz sürüsü vardı."
Mar.5: 12,"Kötü ruhlar İsa'ya, ""Bizi şu domuzlara gönder, onlara girelim"" diye yalvardılar."
Mar.5: 13,"İsa'nın izin vermesi üzerine kötü ruhlar adamdan çıkıp domuzların içine girdiler. Yaklaşık iki bin domuzdan oluşan sürü, dik yamaçtan aşağı koşuşarak göle atlayıp boğuldu."
Mar.5: 14,Domuzları güdenler kaçıp kentte ve köylerde olayın haberini yaydılar. Halk olup biteni görmeye çıktı.
Mar.5: 15,"İsa'nın yanına geldiklerinde, önceleri bir tümen cine tutulan adamı giyinmiş, aklı başına gelmiş, oturmuş görünce korktular."
Mar.5: 16,"Olayı görenler, cinli adama olanları ve domuzların başına gelenleri halka anlattılar."
Mar.5: 17,"Bunun üzerine halk, bölgelerinden ayrılması için İsa'ya yalvarmaya başladı."
Mar.5: 18,"İsa tekneye binerken, önceleri cinli olan adam O'na, ""Seninle geleyim"" diye yalvardı."
Mar.5: 19,"Ama İsa adama izin vermedi. Ona, ""Evine, yakınlarının yanına dön"" dedi. ""Rab'bin senin için neler yaptığını, sana nasıl merhamet ettiğini onlara anlat."""
Mar.5: 20,"Adam da gitti, İsa'nın kendisi için neler yaptığını Dekapolis'te duyurmaya başladı. Anlattıklarına herkes şaşıp kalıyordu. Dirilen Kız, İyileşen Kadın ("
Mar.5: 21,"İsa tekneyle karşı yakaya dönünce, çevresinde büyük bir kalabalık toplandı. Kendisi gölün kıyısında duruyordu."
Mar.5: 22-23,"Bu sırada havra yöneticilerinden Yair adında biri geldi. İsa'yı görünce ayaklarına kapandı, ""Küçük kızım can çekişiyor. Gelip ellerini onun üzerine koy da kurtulsun, yaşasın!"" diye yalvardı."
Mar.5: 24,"İsa adamla birlikte gitti. Büyük bir kalabalık da ardından gidiyor, O'nu sıkıştırıyordu."
Mar.5: 25,"Orada, on iki yıldır kanaması olan bir kadın vardı."
Mar.5: 26,"Birçok hekimin elinden çok çekmiş, varını yoğunu harcamış, ama iyileşeceğine daha da kötüleşmişti."
Mar.5: 27,"Kadın, İsa hakkında anlatılanları duymuştu. Bu nedenle, kalabalıkta O'nun arkasından gelip giysisine dokundu."
Mar.5: 28,"İçinden, ""Giysilerine bile dokunsam kurtulurum"" diyordu."
Mar.5: 29,"O anda kanaması kesiliverdi. Kadın, bedeninin derinliğinde acıdan kurtulduğunu hissetti."
Mar.5: 30,"İsa ise, kendisinden bir gücün akıp gittiğini hemen anladı. Kalabalığın ortasında dönüp, ""Giysilerime kim dokundu?"" diye sordu."
Mar.5: 31,"Öğrencileri O'na, ""Seni sıkıştıran kalabalığı görüyorsun! Nasıl oluyor da, 'Bana kim dokundu' diye soruyorsun?"" dediler."
Mar.5: 32,İsa kendisine dokunanı görmek için çevresine bakındı.
Mar.5: 33,"Kadın da kendisindeki değişikliği biliyordu. Korkuyla titreyerek geldi, İsa'nın ayaklarına kapandı ve O'na bütün gerçeği anlattı."
Mar.5: 34,"İsa ona, ""Kızım"" dedi, ""İmanın seni kurtardı. Esenlikle git. Acıların son bulsun."""
Mar.5: 35,"İsa daha konuşurken, havra yöneticisinin evinden adamlar geldi. Yöneticiye, ""Kızın öldü"" dediler. ""Öğretmeni neden hâlâ rahatsız ediyorsun?"""
Mar.5: 36,"İsa bu sözlere aldırmadan havra yöneticisine, ""Korkma, yalnız iman et!"" dedi."
Mar.5: 37,"İsa, Petrus, Yakup ve Yakup'un kardeşi Yuhanna'dan başka hiç kimsenin kendisiyle birlikte gitmesine izin vermedi."
Mar.5: 38,"Havra yöneticisinin evine vardıklarında İsa, acı acı ağlayıp feryat eden gürültülü bir kalabalıkla karşılaştı."
Mar.5: 39,"İçeri girerek onlara, ""Niye gürültü edip ağlıyorsunuz?"" dedi. ""Çocuk ölmedi, uyuyor."""
Mar.5: 40,Onlar ise kendisiyle alay ettiler. Ama İsa hepsini dışarı çıkardıktan sonra çocuğun annesini babasını ve kendisiyle birlikte olanları alıp çocuğun bulunduğu odaya girdi.
Mar.5: 41,"Çocuğun elini tutarak ona, ""Talita kumi!"" dedi. Bu söz, ""Kızım, sana söylüyorum, kalk"" demektir."
Mar.5: 42,"On iki yaşında olan kız hemen ayağa kalktı, yürümeye başladı. Oradakileri derin bir şaşkınlık aldı."
Mar.5: 43,"İsa, ""Bunu kimse bilmesin"" diyerek onları sıkı sıkıya uyardı ve kıza yemek verilmesini buyurdu.  BÖLÜM 6 İsa Reddediliyor ("
Mar.6: 1,İsa oradan ayrılarak kendi memleketine gitti. Öğrencileri de ardından gittiler.
Mar.6: 2,"Şabat Günü olunca İsa havrada öğretmeye başladı. Söylediklerini işiten birçok kişi şaşıp kaldı. ""Bu adam bunları nereden öğrendi?"" diye soruyorlardı. ""Kendisine verilen bu bilgelik nedir? Nasıl böyle mucizeler yapabiliyor?"
Mar.6: 3,"Meryem'in oğlu, Yakup, Yose, Yahuda ve Simun'un kardeşi olan marangoz değilmi bu? Kızkardeşleri burada, aramızda yaşamıyor mu?"" Ve gücenip O'nu reddettiler."
Mar.6: 4,"İsa da onlara, ""Bir peygamber, kendi memleketinden, akraba çevresinden ve kendi evinden başka yerde hor görülmez"" dedi."
Mar.6: 5,"Orada birkaç hastayı, üzerlerine ellerini koyarak iyileştirmekten başka hiçbir mucize yapamadı."
Mar.6: 6,Halkın imansızlığına şaşıyordu.  İsa On İki Elçisini Görevlendiriyor (
Mar.6: 7,On iki öğrencisini yanına çağırdı ve onları ikişer ikişer halk arasına göndermeye başladı. Onlara kötü ruhlar üzerinde yetki verdi.
Mar.6: 8,"Yolculuk için yanlarına değnekten başka bir şey almamalarını söyledi. Ne ekmek, ne torba, ne de kuşaklarında para götüreceklerdi."
Mar.6: 9,"Onlara çarık giymelerini söyledi. Ama, ""İki mintan giymeyin"" dedi."
Mar.6: 10,"""Bir yere gittiğiniz zaman, oradan ayrılıncaya dek hep aynı evde kalın"" diye devam etti."
Mar.6: 11,"""İnsanların sizi kabul etmedikleri, sizi dinlemedikleri bir yerden ayrılırken, onlara uyarı olsun diye ayağınızın altındaki tozu silkin!"""
Mar.6: 12,Böylece öğrenciler yola çıkıp insanları tövbeye çağırmaya başladılar.
Mar.6: 13,"Birçok cin kovdular; birçok hastayı, üzerlerine yağ sürerek iyileştirdiler. Yahya'nın Öldürülmesi ("
Mar.6: 14,"Kral Hirodes de olup bitenleri duydu. Çünkü İsa'nın ünü her tarafa yayılmıştı. Bazıları, ""Bu adam, ölümden dirilen Vaftizci Yahya'dır. Olağanüstü güçlerin onda etkin olmasının nedeni budur"" diyordu."
Mar.6: 15,"Başkaları, ""O İlyas'tır"" diyor, yine başkaları, ""Eski peygamberlerden biri gibi bir peygamberdir"" diyordu."
Mar.6: 16,"Hirodes bunları duyunca, ""Başını kestirdiğim Yahya dirildi!"" dedi."
Mar.6: 17-18,"Hirodes'in kendisi, kardeşi Filipus'un karısı Hirodiya'nın yüzünden adam gönderip Yahya'yı tutuklatmış, zindana attırıp zincire vurdurmuştu. Çünkü Hirodes bu kadınla evlenince Yahya ona, ""Kardeşinin karısıyla evlenmen Kutsal Yasa'ya aykırıdır"" demişti."
Mar.6: 19,"Hirodiya bu yüzden Yahya'ya kin bağlamıştı; onu öldürtmek istiyor, ama başaramıyordu."
Mar.6: 20,"Çünkü Yahya'nın doğru ve kutsal bir adam olduğunu bilen Hirodes ondan korkuyor ve onu koruyordu. Yahya'yı dinlediği zaman büyük bir şaşkınlık içinde kalıyor, yine de onu dinlemekten zevk alıyordu."
Mar.6: 21,"Ne var ki, Hirodes'in kendi doğum gününde saray büyükleri, komutanlar ve Celile'nin ileri gelenleri için verdiği şölende beklenen fırsat doğdu."
Mar.6: 22,"Hirodiya'nın kızı içeri girip dans etti. Bu, Hirodes'le konuklarının hoşuna gitti. Kral genç kıza, ""Dile benden, ne dilersen veririm"" dedi."
Mar.6: 23,"Ant içerek, ""Benden ne dilersen, krallığımın yarısı da olsa, veririm"" dedi."
Mar.6: 24,"Kız dışarı çıkıp annesine, ""Ne isteyeyim?"" diye sordu. ""Vaftizci Yahya'nın başını iste"" dedi annesi."
Mar.6: 25,"Kız hemen koşup kralın yanına girdi, ""Vaftizci Yahya'nın başını bir tepsi üzerinde hemen bana vermeni istiyorum"" diyerek dileğini açıkladı."
Mar.6: 26,"Kral buna çok üzüldüyse de, konuklarının önünde içtiği anttan ötürü kızı reddetmek istemedi."
Mar.6: 27,Hemen bir cellat gönderip Yahya'nın başını getirmesini buyurdu. Cellat zindana giderek Yahya'nın başını kesti.
Mar.6: 28,"Kesik başı bir tepsi üzerinde getirip genç kıza verdi, kız da annesine götürdü."
Mar.6: 29,Yahya'nın öğrencileri bunu duyunca gelip cesedi aldılar ve mezara koydular. İsa Beş Bin Kişiyi Doyuruyor (
Mar.6: 30,"Elçiler, İsa'nın yanına dönerek yaptıkları ve öğrettikleri her şeyi O'na anlattılar."
Mar.6: 31,"İsa onlara, ""Gelin, tek başımıza tenha bir yere gidelim de biraz dinlenin"" dedi. Gelen giden öyle çoktu ki, yemek yemeye bile vakit bulamıyorlardı."
Mar.6: 32,Tekneye binip tek başlarına tenha bir yere doğru yol aldılar.
Mar.6: 33,Gittiklerini gören birçok kişi onları tanıdı. Halk civardaki bütün kentlerden yaya olarak yola dökülüp onlardan önce oraya vardı.
Mar.6: 34,İsa tekneden inince büyük bir kalabalıkla karşılaştı. Çobansız koyunlara benzeyen bu insanlara acıdı ve onlara birçok konuda öğretmeye başladı.
Mar.6: 35-36,"Vakit ilerlemişti.  Öğrencileri İsa'ya gelip, ""Burası ıssız bir yer"" dediler, ""Vakit de ilerledi. Halkı salıver de çevredeki çiftlik ve köylere gidip kendilerine yiyecek alsınlar."""
Mar.6: 37,"İsa ise, ""Onlara siz yiyecek verin"" diye karşılık verdi. Öğrenciler İsa'ya, ""Gidip iki yüz dinarlık ekmek alıp onlara yedirelim mi yani?"" diye sordular."
Mar.6: 38,"İsa onlara, ""Kaç ekmeğiniz var, gidin bakın"" dedi. Öğrenip geldiler, ""Beş ekmekle iki balığımız var"" dediler."
Mar.6: 39,İsa herkesi küme küme yeşil çayıra oturtmalarını buyurdu.
Mar.6: 40,Halk yüzer ellişer kişilik bölükler halinde oturdu.
Mar.6: 41,"İsa beş ekmekle iki balığı aldı, gözlerini göğe kaldırarak şükretti; sonra ekmekleri böldü ve halka dağıtmaları için öğrencilerine verdi. İki balığı da hepsinin arasında paylaştırdı."
Mar.6: 42-43,Herkes yiyip doydu. Artakalan ekmek ve balıktan on iki sepet dolusu topladılar.
Mar.6: 44,Yemek yiyen erkeklerin sayısı beş bin kadardı. İsa Su Üstünde Yürüyor (
Mar.6: 45,"Bundan hemen sonra İsa öğrencilerine, tekneye binip kendisinden önce karşı yakada bulunan Beytsayda'ya geçmelerini buyurdu. Bu arada kendisi halkı evlerine gönderecekti."
Mar.6: 46,"Onları uğurladıktan sonra, dua etmek için dağa çıktı."
Mar.6: 47-48,"Akşam olduğunda, tekne gölün ortasına varmıştı. Yalnız başına karada kalan İsa, öğrencilerinin kürek çekmekte çok zorlandıklarını gördü. Çünkü rüzgar onlara karşı esiyordu. Sabaha karşı İsa, gölün üstünde yürüyerek onlara yaklaştı. Yanlarından geçip gidecekti."
Mar.6: 49,"Onlar ise, gölün üstünde yürüdüğünü görünce O'nu hayalet sanarak bağrıştılar."
Mar.6: 50,"Hepsi O'nu görmüş ve dehşete kapılmıştı. İsa hemen onlara seslenerek, ""Cesur olun, benim, korkmayın!"" dedi."
Mar.6: 51,Tekneye binip onlara katılınca rüzgar dindi. Onlarsa büyük bir şaşkınlık içindeydi.
Mar.6: 52,Ekmekle ilgili mucizeyi bile anlamamışlardı; zihinleri körelmişti. İsa Ginnesar'da Hastaları İyileştiriyor (
Mar.6: 53,"İsa'yla öğrencileri gölü aştılar, Ginnesar'da karaya çıkıp tekneyi bağladılar."
Mar.6: 54,"Onlar tekneden inince, halk İsa'yı hemen tanıdı."
Mar.6: 55,"Bazıları koşarak bütün yöreyi dolaştı. İsa'nın bulunduğu yeri öğrenenler, hastaları şilteleriyle oraya götürmeye başladılar."
Mar.6: 56,"Köy olsun, kent ya da çiftlik olsun, İsa'nın gittiği her yerde, hastaları meydanlara yatırıyor, sadece giysisinin eteğine dokunmalarına izin vermesi için yalvarıyorlardı. Dokunanların hepsi de iyileşti.  BÖLÜM 7 İnsanı Kirleten Nedir? ("
Mar.7: 1,"Yeruşalim'den gelen Ferisiler ve bazı din bilginleri, İsa'nın çevresinde toplandılar."
Mar.7: 2,"O'nun öğrencilerinden bazılarının murdar , yani yıkanmamış ellerle yemek yediklerini gördüler."
Mar.7: 3,"Ferisiler, hatta bütün Yahudiler, atalarının töresi uyarınca ellerini iyice yıkamadan yemek yemezler."
Mar.7: 4,"Çarşıdan dönünce de, yıkanmadan yemek yemezler. Ayrıca kâse, testi ve bakır kapların yıkanmasıyla ilgili başka birçok töreye de uyarlar."
Mar.7: 5,"Ferisiler ve din bilginleri İsa'ya, ""Öğrencilerin neden atalarımızın töresine uymuyorlar, niçin murdar ellerle yemek yiyorlar?"" diye sordular."
Mar.7: 6,"İsa onları şöyle yanıtladı: ""Yeşaya'nın siz ikiyüzlülerle ilgili peygamberlik sözü ne kadar yerindedir! Yazmış olduğu gibi, 'Bu halk, dudaklarıyla beni sayar, Ama yürekleri benden uzak."
Mar.7: 7,"Bana boşuna taparlar. Çünkü öğrettikleri, sadece insan buyruklarıdır.'"
Mar.7: 8,"Siz Tanrı buyruğunu bir yana bırakmış, insan töresine uyuyorsunuz."""
Mar.7: 9,"İsa onlara ayrıca şunu söyledi: ""Kendi törenizi sürdürmek için Tanrı buyruğunu bir kenara itmeyi ne de güzel beceriyorsunuz!"
Mar.7: 10,"Musa, 'Annene babana saygı göstereceksin' ve, 'Annesine ya da babasına söven kesinlikle öldürülecektir' diye buyurmuştu."
Mar.7: 11-12,"Ama siz, 'Eğer bir adam annesine ya da babasına, benden alacağın bütün yardım kurbandır, yani Tanrı'ya adanmıştır derse, artık annesi ya da babası için bir şey yapmasına izin yok' diyorsunuz."
Mar.7: 13,"Böylece kuşaktan kuşağa aktardığınız törelerle Tanrı'nın sözünü geçersiz kılıyorsunuz. Buna benzer daha birçok şey yapıyorsunuz."""
Mar.7: 14,"İsa, halkı yine yanına çağırıp onlara, ""Hepiniz beni dinleyin ve şunu belleyin"" dedi."
Mar.7: 15-16,"""İnsanın dışında olup içine giren hiçbir şey onu kirletemez. İnsanı kirleten, insanın içinden çıkandır."""
Mar.7: 17,"İsa kalabalığı bırakıp eve girince, öğrencileri O'na bu benzetmenin anlamını sordular."
Mar.7: 18,"O da onlara, ""Demek siz de anlamıyorsunuz, öyle mi?"" dedi. ""Dışarıdan insanın içine giren hiçbir şeyin onu kirletemeyeceğini bilmiyor musunuz?"
Mar.7: 19,"Dıştan giren, insanın yüreğine değil, midesine gider, oradan da helaya atılır."" İsa bu sözlerle, bütün yiyeceklerin temiz olduğunu bildirmiş oluyordu."
Mar.7: 20,"İsa şöyle devam etti: ""İnsanı kirleten, insanın içinden çıkandır."
Mar.7: 21-22,"Çünkü kötü düşünceler, fuhuş, hırsızlık, cinayet, zina, açgözlülük, kötülük, hile, sefahat, kıskançlık, iftira, kibir ve akılsızlık içten, insanın yüreğinden kaynaklanır."
Mar.7: 23,"Bu kötülüklerin hepsi içten kaynaklanır ve insanı kirletir."" Fenikeli Kadının İmanı ("
Mar.7: 24,"İsa oradan ayrılarak Sur bölgesine gitti. Burada bir eve girdi. Kimsenin bunu bilmesini istemiyordu, ama gizlenemedi."
Mar.7: 25,"Küçük kızı kötü ruha tutulmuş bir kadın, İsa'yla ilgili haberi duyar duymaz geldi, ayaklarına kapandı."
Mar.7: 26,Yahudi olmayan bu kadın Suriye-Fenike ırkındandı. Kızından cini kovması için İsa'ya rica etti.
Mar.7: 27,"İsa ona, ""Bırak, önce çocuklar doysunlar"" dedi. ""Çocukların ekmeğini alıp köpeklere atmak doğru değildir."""
Mar.7: 28,"Kadın buna karşılık, ""Haklısın, Rab"" dedi. ""Ama köpekler de sofranın altında çocukların ekmek kırıntılarını yer."""
Mar.7: 29,"İsa ona, ""Bu sözden ötürü cin kızından çıktı, gidebilirsin"" dedi."
Mar.7: 30,"Kadın evine gittiğinde çocuğunu cinden kurtulmuş, yatakta yatar buldu. Sağır Bir Adam İyileştiriliyor"
Mar.7: 31,"Sur bölgesinden ayrılan İsa, Sayda yoluyla Dekapolis bölgesinin ortasından geçerek tekrar Celile Gölü'ne geldi."
Mar.7: 32,"Ona sağır ve dili tutuk bir adam getirdiler, elini üzerine koyması için yalvardılar."
Mar.7: 33,"İsa adamı kalabalıktan ayırıp bir yana çekti. Parmaklarını adamın kulaklarına soktu, tükürüp onun diline dokundu."
Mar.7: 34,"Sonra göğe bakarak içini çekti ve adama, ""Effata"", yani ""Açıl!"" dedi."
Mar.7: 35,"Adamın kulakları hemen açıldı, dili çözüldü ve düzgün bir şekilde konuşmaya başladı."
Mar.7: 36,"İsa orada bulunanları, bunu kimseye söylememeleri için uyardı. Ama onları ne kadar uyardıysa, onlar da haberi o kadar yaydılar."
Mar.7: 37,"Halk büyük bir hayret içinde kalmıştı. ""Yaptığı her şey iyi. Sağırların kulaklarını açıyor, dilsizleri konuşturuyor!"" diyorlardı.  BÖLÜM 8 İsa Dört Bin Kişiyi Doyuruyor ("
Mar.8: 1-2,"O günlerde yine büyük bir kalabalık toplanmıştı. Yiyecek bir şeyleri olmadığı için İsa öğrencilerini yanına çağırıp, ""Halka acıyorum"" dedi. ""Üç gündür yanımdalar, yiyecek hiçbir şeyleri yok."
Mar.8: 3,"Onları aç aç evlerine gönderirsem, yolda bayılırlar. Hem bazıları uzak yoldan geliyor."""
Mar.8: 4,"Öğrencileri buna karşılık, ""Böyle ıssız bir yerde bu kadar kişiyi doyuracak ekmeği insan nereden bulabilir?"" dediler."
Mar.8: 5,"İsa, ""Kaç ekmeğiniz var?"" diye sordu. ""Yedi tane"" dediler."
Mar.8: 6,"Bunun üzerine İsa, halka yere oturmalarını buyurdu. Sonra yedi ekmeği aldı, şükredip bunları böldü, dağıtmaları için öğrencilerine verdi. Onlar da halka dağıttılar."
Mar.8: 7,Birkaç küçük balıkları da vardı. İsa şükredip bunları da dağıtmalarını söyledi.
Mar.8: 8,Herkes yiyip doydu. Artakalan parçalardan yedi küfe dolusu topladılar.
Mar.8: 9-10,Orada yaklaşık dört bin kişi vardı. İsa onları evlerine gönderdikten sonra öğrencileriyle birlikte hemen tekneye binip Dalmanuta bölgesine geçti. Ferisiler'in ve Hirodes'in Mayası (
Mar.8: 11,Ferisiler gelip İsa'yla tartışmaya başladılar. O'nu denemek amacıyla gökten bir belirti göstermesini istediler.
Mar.8: 12,"İsa içten bir ah çekerek, ""Bu kuşak neden bir belirti istiyor?"" dedi. ""Size doğrusunu söyleyeyim, bu kuşağa hiçbir belirti gösterilmeyecek."""
Mar.8: 13,Sonra onları orada bırakıp yine tekneye bindi ve karşı yakaya yöneldi.
Mar.8: 14,"Öğrenciler ekmek almayı unutmuşlardı. Teknede, yanlarında yalnız bir ekmek vardı."
Mar.8: 15,"İsa onlara şu uyarıda bulundu: ""Dikkatli olun, Ferisiler'in mayasından ve Hirodes'in mayasından sakının!"""
Mar.8: 16,"Onlar ise kendi aralarında, ""Ekmeğimiz olmadığı için böyle diyor"" şeklinde tartıştılar."
Mar.8: 17,"Bunun farkında olan İsa, ""Ekmeğiniz yok diye niçin tartışıyorsunuz?"" dedi. ""Hâlâ akıl erdiremiyor, anlamıyor musunuz? Zihniniz köreldi mi?"
Mar.8: 18-19,"Gözleriniz olduğu halde görmüyor musunuz? Kulaklarınız olduğu halde işitmiyor musunuz? Hatırlamıyor musunuz, beş ekmeği beş bin kişiye bölüştürdüğümde kaç sepet dolusu yemek fazlası topladınız?"" ""On iki"" dediler."
Mar.8: 20,"""Yedi ekmeği dört bin kişiye bölüştürdüğümde kaç küfe dolusu yemek fazlası topladınız?"" ""Yedi"" dediler."
Mar.8: 21,"İsa onlara, ""Hâlâ anlamıyor musunuz?"" dedi. Beytsayda'da Kör Bir Adam İyileştiriliyor"
Mar.8: 22,İsa ile öğrencileri Beytsayda'ya geldiler. Orada bazı kişiler İsa'ya kör bir adam getirip ona dokunması için yalvardılar.
Mar.8: 23,"İsa körün elinden tutarak onu köyün dışına çıkardı. Gözlerine tükürüp ellerini üzerine koydu ve, ""Bir şey görüyor musun?"" diye sordu."
Mar.8: 24,"Adam başını kaldırıp, ""İnsanlar görüyorum"" dedi, ""Ağaçlara benziyorlar, ama yürüyorlar."""
Mar.8: 25,"Sonra İsa ellerini yeniden adamın gözleri üzerine koydu. Adam gözlerini açtı, baktı; iyileşmiş ve her şeyi açık seçik görmeye başlamıştı."
Mar.8: 26,"İsa, ""Köye bile girme!"" diyerek onu evine gönderdi. Petrus'un Mesih'i Tanıması ("
Mar.8: 27,"İsa, öğrencileriyle birlikte Filipus Sezariyesi'ne bağlı köylere gitti. Yolda öğrencilerine, ""Halk benim kim olduğumu söylüyor?"" diye sordu."
Mar.8: 28,"Öğrencileri O'na şu karşılığı verdiler: ""Vaftizci Yahya diyorlar. Ama kimi İlyas, kimi de peygamberlerden biri olduğunu söylüyor."""
Mar.8: 29,"O da onlara, ""Siz ne dersiniz, sizce ben kimim?"" diye sordu. Petrus, ""Sen Mesih'sin "" yanıtını verdi."
Mar.8: 30,Bunun üzerine İsa bu konuda kimseye bir şey söylememeleri için onları uyardı. İsa Ölüp Dirileceğini Önceden Bildiriyor (
Mar.8: 31,"İsa, İnsanoğlu'nun çok acı çekmesi, ileri gelenler, başkâhinler ve din bilginlerince reddedilmesi, öldürülmesi ve üç gün sonra dirilmesi gerektiğini onlara anlatmaya başladı."
Mar.8: 32,Bunları açıkça söylüyordu. Bunun üzerine Petrus O'nu bir kenara çekip azarlamaya başladı.
Mar.8: 33,"İsa dönüp öteki öğrencilerine baktı; Petrus'u azarlayarak, ""Çekil önümden, Şeytan!"" dedi. ""Düşüncelerin Tanrı'ya değil, insana özgüdür."""
Mar.8: 34,"Öğrencileriyle birlikte halkı da yanına çağırıp şöyle konuştu: ""Ardımdan gelmek isteyen kendini inkâr etsin, çarmıhını yüklenip beni izlesin."
Mar.8: 35,"Canını kurtarmak isteyen onu yitirecek, canını benim ve Müjde'nin uğruna yitiren ise onu kurtaracaktır."
Mar.8: 36,"İnsan bütün dünyayı kazanıp da canından olursa, bunun kendisine ne yararı olur?"
Mar.8: 37,İnsan kendi canına karşılık ne verebilir?
Mar.8: 38,"Bu vefasız ve günahkâr kuşağın ortasında, kim benden ve benim sözlerimden utanırsa, İnsanoğlu da, Babası'nın görkemi içinde kutsal meleklerle birlikte geldiğinde o kişiden utanacaktır."" BÖLÜM 9"
Mar.9: 1,"İsa, ""Size doğrusunu söyleyeyim"" diye devam etti, ""Burada bulunanlar arasında, Tanrı Egemenliği'nin güçlü biçimde gerçekleştiğini görmeden ölümü tatmayacak olanlar var."" İsa'nın Görünümü Değişiyor ("
Mar.9: 2,"Altı gün sonra İsa, yanına yalnız Petrus, Yakup ve Yuhanna'yı alarak yüksek bir dağa çıktı. Onların gözü önünde İsa'nın görünümü değişti."
Mar.9: 3,Giysileri göz kamaştırıcı bir beyazlığa büründü; yeryüzünde hiçbir çamaşırcının erişemeyeceği bir beyazlıktı bu.
Mar.9: 4,O anda Musa'yla İlyas öğrencilere göründü. İsa'yla konuşuyorlardı.
Mar.9: 5,"Petrus İsa'ya, ""Rabbî , burada bulunmamız ne iyi oldu! Üç çardak kuralım: Biri sana, biri Musa'ya, biri de İlyas'a"" dedi."
Mar.9: 6,Ne söyleyeceğini bilmiyordu. Çünkü çok korkmuşlardı.
Mar.9: 7,"Bu sırada bir bulut gelip onlara gölge saldı. Buluttan gelen bir ses, ""Sevgili Oğlum budur, O'nu dinleyin!"" dedi."
Mar.9: 8,"Öğrenciler birden çevrelerine baktılar, ama bu kez yanlarında İsa'dan başka kimseyi göremediler."
Mar.9: 9,"Dağdan inerlerken İsa, İnsanoğlu ölümden dirilmeden orada gördüklerini hiç kimseye söylememeleri için onları uyardı."
Mar.9: 10,"Bu uyarıya uymakla birlikte kendi aralarında, ""Ölümden dirilmek ne demek?""diye tartışıp durdular."
